w3hL7wFgb3,No,No,No,No,,,
vvnUi75U9i,No,No,No,,,,
vuabr8zbCq,No,No,No,,,,
vtqfPW6OSm,No,No,No,,,,
vtC3sLXjDY,No,Yes,No,,,,
vscmppXqXE,No,No,No,,,,
vq4BnrPyPb,No,No,No,No,,,
vpkEJM9qYR,No,No,No,,,,
vooJHgn1Gm,No,No,No,,,,
voBhcwDyPt,No,No,No,,,,
vkEYzLIdLX,No,No,No,,,,
vjTnfxbkaL,No,No,No,,,,
vgg3dKoyDH,No,No,No,,,,
vgaJRhYVje,No,No,No,,,,
vg55TCMjbC,No,No,No,,,,
vexCLJO7vo,No,No,No,,,,
vdLFYqupHA,No,No,No,,,,
vaKgq549Dy,No,No,No,,,,
va7nzRsbA4,No,No,No,,,,
vWy66avGPR,No,No,No,,,,
vWol8k64op,No,No,Yes,No,,,
vW3TFDUKWl,No,No,No,,,,
vVrwnY76W1,Yes,No,No,,,,
vVdRgpC1Oh,No,No,No,,,,
vU0KbvQ91x,No,No,No,No,No,No,
vR1yERC0Wd,No,No,No,,,,
vOX7Dfwo3v,No,No,No,,,,
vMpmabFTFw,No,No,No,No,,,
vLoSutEAJM,No,No,No,,,,
vDvFT7IX4O,No,No,No,No,,,
vBZ5eBdrgH,No,No,No,,,,
v9CVjuNlDI,No,No,No,No,,,
v8fRIzqeob,No,No,No,,,,
v7JgI9dny2,No,No,No,,,,
v6iM1bO78t,No,No,No,,,,
v6hcCtzAWz,No,No,No,,,,
v6VbokqzvP,No,No,No,,,,
v2wbkddf52,No,No,No,,,,
v15z3FzZGu,No,No,No,No,,,
uz89EXE540,No,No,No,,,,
uz4OrlHDA8,No,No,No,,,,
uyl1O2LkAF,No,No,No,,,,
uyUO80sbm0,No,No,No,,,,
uxzlH5bLrJ,No,No,No,No,,,
ux826WlJtt,No,No,No,,,,
uvbbsn4l6y,No,No,No,,,,
uuUQraD4XX,No,No,No,No,,,
uu6Oq7MN7g,No,No,No,,,,
usnEi3Bfnt,No,No,No,,,,
us7p0VsOhl,No,No,No,No,,,
up8EYzyrKV,No,No,No,No,,,
unKIy4mpnn,No,No,No,,,,
ulqYwmcUnL,No,No,No,,,,
ul47tFdRn6,No,No,No,,,,
uhVJ3SLq80,No,No,No,No,,,
uh5euNmL7t,No,No,No,,,,
ufu4C0bTwB,No,No,No,,,,
uemYdRTVvP,No,No,No,,,,
udl5f2seyU,No,No,No,,,,
udiNCxGKLl,No,No,No,,,,
uckh15CSS1,No,No,No,,,,
ubXaboYnzN,No,No,No,,,,
uaZQ21cuzW,No,No,No,,,,
uZp3i8yEs4,No,No,No,,,,
uUvlXyriM7,No,No,No,,,,
uRIFDS3gtG,No,No,No,,,,
uQfyuhhHBq,No,No,No,,,,
uPz5a2NvrG,Yes,No,No,,,,
uEAFmlWYig,No,No,No,No,No,,
uDMyRJw6ty,No,No,No,,,,
uBnIvIcAFx,No,No,No,,,,
uB9ZnBCBX6,No,No,No,,,,
u9gI4JlOSj,No,No,No,,,,
u9Fvsy8Brx,No,No,No,,,,
u69aCtohTC,No,No,No,No,,,
u14dVx4rMW,No,No,No,,,,
u03xn1COsO,No,No,No,No,,,
tueh30tKiv,No,No,No,No,,,
tquKyw04gE,No,No,No,,,,
toUPGCAMic,No,No,No,,,,
tm5UxNFrlD,No,No,No,,,,
tkY0l8mHii,No,No,No,,,,
tfHJ9uLNlR,No,No,No,,,,
te3pXuiVk3,No,No,No,,,,
tbRPPWDy76,No,No,No,,,,
tbHe97ENFD,No,No,No,No,,,
tauoKi9IWO,No,No,No,No,No,,
taXJRZs43y,No,Yes,No,No,,,
tZXaHWfsXB,No,No,No,No,,,
tSfZo6nSN1,No,No,No,,,,
tRYqTsaSyZ,No,No,No,,,,
tQOncmMEVO,No,No,No,,,,
tPJDg5G9SR,No,No,No,,,,
tNN3ToWzCM,No,No,No,No,,,
tL7hS11keH,No,No,No,No,,,
tJt1v8eugw,No,No,No,,,,
tEN5ONyUre,No,No,No,,,,
tCGyM6CpRI,No,No,No,,,,
tCEtFcrq8n,No,No,No,,,,
tBtc4Ousge,No,No,No,,,,
t6p5LtTlqr,No,No,No,No,,,
t42YUsyv3d,No,No,No,,,,
t035Emm4Vt,No,No,No,,,,
syj9VaxutQ,No,Yes,No,,,,
sxJU7X2ZG0,No,No,No,,,,
svUOik2Xu1,No,No,No,,,,
svSNikfCs1,No,No,No,,,,
sthusQGkef,No,No,No,,,,
st5RaWdLTn,Yes,No,No,No,,,
sriK75T3kd,No,No,No,,,,
siiVduxdRz,No,No,No,,,,
sfkpJxeDzk,No,No,No,,,,
se0YmUUfPs,No,No,No,No,,,
sdC55K8cP0,No,No,No,,,,
scAXKWMJR3,No,No,No,,,,
sbuO0s1r71,No,No,No,,,,
sbLFUT4DaG,No,No,No,,,,
sZGAxcUcNU,No,No,No,,,,
sZEAMUizsd,No,No,No,No,No,,
sYYRTVaG3n,No,No,No,,,,
sXErPfdA7Q,No,No,Yes,,,,
sX4yqbYlRm,No,No,No,,,,
sVSeGRCZT8,No,No,No,,,,
sTeoqvTH2j,No,No,No,No,,,
sS02W7Sloj,No,No,No,,,,
sRHVpB7GE6,No,No,No,,,,
sQ1iTreITk,No,No,No,,,,
sPpft5DQJN,No,No,No,,,,
sPB354cbmL,No,No,No,,,,
sOngusZCsN,No,No,No,,,,
sOTbFCUrDj,No,No,No,,,,
sM9NTLjsUh,No,No,No,,,,
sKdsBUAnts,No,No,No,,,,
sJb43ykK3o,No,No,No,,,,
sJUCMYtgIK,No,No,Yes,,,,
sGrYJQZMQo,No,No,No,No,,,
sFtyaTTtap,No,No,No,,,,
sEvU6r8e7N,No,No,No,,,,
sCxiD2Rx4l,No,No,No,,,,
sCu26OfxxZ,No,No,No,,,,
sCtJmxhvJe,No,No,No,,,,
s7Vh8OIIm6,No,No,No,,,,
s4xIeYimGQ,No,No,No,,,,
s1Lrw1HTcT,No,No,No,,,,
rzdqmUFVnv,No,No,No,,,,
rzW3RouIXc,No,No,No,,,,
rwpv2kCt4X,No,No,No,,,,
rwcTxeSsVI,No,No,No,,,,
rwcLHjtUmn,No,No,No,,,,
rwHOXIBFwq,No,No,No,,,,
rs78DlnUB8,No,No,No,,,,
rq4UfmpRA9,No,No,No,,,,
rn7Fn3CV7b,No,No,No,No,,,
rmhSMGjWPp,No,No,No,,,,
rjd8AqRyW3,No,No,No,,,,
rjDaTBwEBX,No,No,No,,,,
rhGh8jLOPd,No,No,No,,,,
rgos321qpD,No,No,No,,,,
rgKfPzAF2j,No,No,No,No,,,
rd0C4kD0o4,No,No,No,No,,,
rbaK24KnIO,No,No,No,,,,
rXn9WO4M2p,No,No,No,,,,
rVsnAmxnR9,No,No,No,,,,
rTAIgZe3wo,No,No,No,,,,
rRwPzcSFeL,No,No,No,,,,
rQJAaOh4nr,No,No,No,,,,
rMLnxh4oT5,No,No,No,No,,,
rLx2eDYcMK,No,No,No,,,,
rKjzOYrXKd,No,No,No,,,,
rJhk7Fpnvh,No,No,No,,,,
rJXYb7D4ck,No,No,No,,,,
rIc17Kziiq,No,No,No,,,,
rI7ebWPRLr,No,No,No,,,,
rHjZFQvj9k,No,No,No,,,,
rG3QZA7JXV,No,No,No,,,,
rDuv0LGf3T,No,No,No,,,,
rBrzSCruKl,No,No,No,,,,
rBfVlElyVW,No,No,No,No,,,
r65IWQmsHF,No,No,No,,,,
r3utB5u4zP,No,No,No,,,,
r2z3qPltxs,No,No,No,,,,
qzYtTabDPY,No,No,No,,,,
qyvabTsnWg,No,No,No,,,,
qvftjm8DNC,No,No,No,,,,
qtZI5YDe5d,No,No,No,,,,
qq6ctdUwCX,No,No,No,,,,
qo17ZiVnH2,No,No,No,,,,
qnO9IRNA9d,No,No,No,,,,
qnHB2SMQLA,No,No,No,,,,
qlwXv0oHJD,No,No,No,,,,
qlCtkvgQJH,No,No,No,,,,
qiV0mvkVyq,No,No,No,,,,
qhwYFIrSm7,No,No,No,,,,
qegD54EWAl,No,No,No,,,,
qae0FlfrG6,No,No,No,,,,
qZwsO1Qi3V,No,No,No,,,,
qWbCkbBN1P,No,No,No,,,,
qT4bw58Yl2,No,No,No,,,,
qS1ip2dGH0,No,No,No,,,,
qRg3AxBDnN,No,No,No,No,,,
qRbhKhqp0b,No,No,No,,,,
qPfQq8c3kv,No,No,No,,,,
qPIV6XQizX,No,No,No,,,,
qOOQW9DcpF,No,No,No,,,,
qMSG8S7zh0,No,No,No,No,,,
qJqJXpysnh,No,No,No,No,,,
qGr17uesSx,No,No,No,No,,,
qE5vtBMbCJ,No,No,No,,,,
qDspFDJEHP,No,No,No,,,,
q8aTDcIXnO,No,No,No,,,,
q88QSsc75T,No,No,No,No,No,No,No
q7IvUsjEkb,No,No,No,,,,
q4oWkMHkQx,No,No,No,,,,
q0c1JTukWE,No,No,No,,,,
q09vTY1Cqh,No,No,No,,,,
pyjppDCsq7,No,No,No,,,,
pxscU6TidP,No,No,No,,,,
pvEkYbUPVW,No,No,No,,,,
puMfaHb1hY,No,No,No,,,,
puLH3BEl93,No,No,No,,,,
ptcFuwr4YD,No,No,No,,,,
psv7operF8,No,No,No,,,,
ppb7gyhc7k,No,No,No,,,,
ppaIkXurvg,No,No,No,,,,
pnnab961TD,No,No,No,,,,
pkZcvEYZEm,No,No,No,,,,
pk0OZZkYMP,No,No,No,,,,
piC2Dm47U1,No,No,No,No,,,
pi764D1Xrx,No,No,No,,,,
phJtMADSdy,No,No,No,,,,
pgEIr2HY2E,No,No,No,No,,,
pfeod9GPAw,No,No,No,No,,,
paUJOst3OE,No,No,No,,,,
pYRCUypbuq,No,No,No,No,,,
pW6xXXnCQu,No,No,No,,,,
pQFgViJp77,No,No,No,,,,
pPiJykFn0K,No,No,No,,,,
pO7YD7PADN,No,No,No,,,,
pMCRGmB7Rv,No,No,No,,,,
pJwlMI7AYm,No,No,No,,,,
pHwLbEkB0J,No,No,No,,,,
pHrNmdzX2C,No,No,No,,,,
pGlnFVmI4x,No,No,No,,,,
pFTBsdZ1UM,No,No,No,,,,
p2P1Q4FpEB,No,No,No,No,,,
p0GyMJugcE,No,No,No,,,,
oxZKOzePQX,No,No,No,,,,
owc65ImkyU,No,No,No,,,,
ovkb6woHvT,No,No,No,,,,
ouiQX2XWYc,No,No,No,,,,
oueo4cEgSJ,Yes,No,No,No,,,
osox1GoFLS,No,No,No,,,,
oseYM8qxW4,No,No,No,,,,
orefzVRWqV,No,No,No,,,,
orSVYeobMr,No,No,No,,,,
oqqmjw1BD1,No,No,No,,,,
onr6HrKxn0,No,No,No,,,,
on3Wo4VODO,No,No,No,,,,
olzuxDCxMZ,No,No,No,,,,
olEEp3Phda,No,No,No,No,,,
okV4KG4kMg,No,Yes,No,,,,
ojgwuBVokp,No,No,No,,,,
ogh9vskMDH,No,No,No,,,,
oeZiXoCHgq,No,No,No,,,,
odPKQiL2X8,No,No,No,,,,
oaNa4rNIpU,No,No,No,,,,
oYs7h2dE2e,No,No,No,,,,
oYRlrDN6uj,No,No,No,,,,
oVJXUvXT9b,No,No,No,,,,
oVAod8GRI9,No,No,No,,,,
oTtA9uIlR8,No,No,No,,,,
oSYifZI06H,No,No,No,,,,
oOKU31j9Q6,No,No,No,,,,
oEsuNpkA8d,No,No,No,,,,
oEsYs3WRc3,No,No,No,,,,
oC5e8mAKAP,No,No,No,No,,,
o9wco8bIVN,No,No,No,,,,
o7SWorg8EM,No,No,No,,,,
o7Cpy0nZZb,No,No,No,,,,
o6D5yTpK8w,No,No,No,,,,
o5bOK5a9qz,No,No,No,No,,,
o5LeRFe7VS,No,No,No,,,,
o2HBfgY20b,No,No,No,No,,,
nwTqq0XW3w,No,No,No,,,,
nw6JxagUNG,No,No,No,,,,
nucyYJZS5z,No,No,No,,,,
nuPp6jdCgg,No,No,No,,,,
nuLtpgr9l5,No,No,No,,,,
nsupkM0ppH,No,No,No,No,,,
noUf45O1PX,No,No,No,,,,
noPuQXVx8Y,No,No,No,No,,,
noIvPGG8P1,No,No,No,,,,
noEKNSB8Zq,No,No,No,,,,
nntsSuRSPb,No,No,No,,,,
nmnPI4eNuh,No,No,No,,,,
nmSvzxwfRZ,No,No,No,,,,
newk6aDMRi,No,No,No,,,,
neRWI1hWyO,No,No,No,No,,,
nYgu408UIo,No,No,No,,,,
nYbOG9EaxD,No,No,Yes,,,,
nWXMv949ZH,No,No,No,No,,,
nTKRAgssvX,No,No,No,,,,
nT4S0wgrwp,No,No,Yes,No,,,
nSPsxWVe4k,No,No,No,,,,
nRB8VpeM7b,No,No,No,,,,
nPzrjWrtlz,No,No,No,,,,
nMjktU5AiP,No,No,No,,,,
nIuJXuSdhn,No,No,No,,,,
nIp7wkMeMP,No,No,No,,,,
nI0X5IZOQA,No,No,No,No,,,
nGFQ7IqOyg,No,No,No,,,,
nGCwDjinT8,No,No,No,,,,
nFagtplIb8,No,No,No,No,,,
nE9aUYqz6k,No,No,No,,,,
nC8WUrpWjG,No,No,No,,,,
nC47EZVfAw,No,No,No,No,,,
n9y4IDFcCr,No,No,No,,,,
n6qiOfZVYp,No,No,No,No,,,
n20PghmZaD,No,No,No,,,,
n1Sx9ZjJRs,No,No,No,,,,
mx0ltXW10S,No,No,No,,,,
mvtjk1mlrq,No,No,No,No,,,
muTWDq9bVs,No,No,No,,,,
mrD5HN7ZNR,No,No,No,,,,
mrARDvuKi2,No,No,No,,,,
mqnK19Dm80,No,No,No,,,,
mpL9ikuYez,No,No,No,,,,
mnzjuOhkR2,No,No,No,,,,
mmlQICRJMc,No,No,No,,,,
mkEkfHveEL,No,No,No,,,,
mb35Pb69e8,No,No,No,,,,
mYniPxMGLL,No,No,No,No,,,
mW5M8qkAxt,No,No,No,,,,
mU6C04mAJk,Yes,No,No,,,,
mTiHLHu3sP,No,No,No,,,,
mRETTyZEJa,No,No,No,,,,
mQxqo1di63,No,No,No,,,,
mPaNp1eglz,No,No,No,,,,
mNMwIwydgr,No,No,No,,,,
mN62FSvZVW,No,No,No,,,,
mLlJavL0PB,No,No,No,,,,
mLJOMUwQyz,No,No,No,,,,
mKuH13Oq3x,No,No,No,,,,
mJCXoiIeJU,No,No,No,,,,
mIsrzEjeG4,No,No,No,,,,
mGEfAu17Rk,No,No,No,,,,
mERmlOPxPY,No,No,No,,,,
mDgLGrL6ze,No,No,No,,,,
mDPUF7ubAv,No,No,No,,,,
mCnBRLJuhY,No,No,No,,,,
mAxs9qiXbo,No,No,No,,,,
m1TV5K9Cvc,No,No,No,,,,
ls4Pfsl2jZ,No,No,No,,,,
lqe06F5OiU,No,No,No,No,,,
lpyU0zyEsS,No,No,No,,,,
lojtRAQOls,No,No,No,,,,
llv2GnH5bD,No,No,No,,,,
ljsGKc8cVR,No,No,No,,,,
ljjy0Sw5sx,No,No,No,,,,
lhSLoOYLDv,No,No,No,No,,,
ldtjC7TSJ5,No,No,No,,,,
ldbYAF0ad0,No,No,No,,,,
lbtVebcVny,No,No,No,,,,
lWlBAJTFOm,No,No,No,,,,
lVat423gKI,No,No,No,,,,
lReh4LaP8f,No,No,No,,,,
lOPMuJSVz8,No,No,No,,,,
lKi1myznJe,No,No,No,,,,
lKPReKSJio,No,Yes,No,,,,
lCy3RwscMn,No,No,No,,,,
lC4vFCM2VA,No,No,No,No,,,
lBAc5JgyMI,No,No,No,,,,
l4eviuXtBd,No,No,No,,,,
kyHwalUpPu,Yes,No,No,,,,
kuwz9k061u,No,No,No,,,,
kuYRp78Qnp,No,No,No,,,,
ktzudN7JmJ,No,No,No,,,,
kspXkK9PtA,No,No,No,No,,,
kqm0SOisFq,No,No,No,,,,
kp1U6wBPXq,No,No,No,,,,
kj4MRgh2K5,No,No,No,,,,
kgxtMJHe7w,No,No,No,,,,
kdjSXbypKX,No,No,No,,,,
kda8szucLZ,No,No,No,,,,
kc2YhavobV,No,No,No,,,,
kayoyzcsTa,No,No,No,,,,
kZob2CsZXm,No,No,No,,,,
kY7lpT8z1E,No,No,No,,,,
kXHDXPubz9,No,No,No,,,,
kUNzgI1HxN,No,No,No,,,,
kQSlGF9lH6,No,No,No,,,,
kOhxudaIEj,No,No,No,,,,
kNUglj7Kq1,No,No,No,,,,
kNCHv0NZ69,No,No,No,,,,
kKX9X0tMRH,No,No,No,,,,
kKKzd8SaMy,No,No,No,,,,
kIRIjRPgfR,No,No,No,,,,
kFQrpCFanH,No,No,No,,,,
kEzI6OYXV4,No,No,No,,,,
kEhBOEsXXx,No,No,No,No,,,
kEflZNzau4,No,No,No,No,,,
kEcDQzX3cI,No,No,No,,,,
kCzhhVMo4r,No,No,No,,,,
k95cAni5Hk,No,No,No,,,,
k8rxolXsPE,No,No,No,,,,
k4QqDDoRyI,No,No,No,,,,
k3i6PKlKY8,No,No,No,,,,
k2VHhq2LH9,No,No,No,,,,
jxgz7FEqWq,No,No,No,,,,
jw1iZfW5zN,No,No,No,,,,
jvTV8vSa3X,No,No,No,,,,
jvNVmkGxiU,No,No,No,,,,
juUEOaH7bK,No,No,No,,,,
jsmV1WxXyb,No,No,No,,,,
jqbhtSDPz7,No,No,No,,,,
jqOymNqzuB,No,No,No,No,,,
jqOIacThP3,No,No,No,,,,
jph8GlHueb,No,No,No,,,,
jp80nsryCF,No,No,No,,,,
jmopGajkFY,No,No,No,No,,,
jkI9KGEFQz,No,No,No,,,,
jjSOGqLT2X,No,No,No,,,,
jhdVt7rC8k,No,No,No,,,,
jg2WCVrjhS,No,No,No,No,,,
jfaJdk29k4,No,No,No,,,,
jcx5YIN3Sd,No,Yes,No,,,,
jcqBLHFcYA,No,Yes,No,,,,
jbicunmyXh,Yes,No,No,No,,,
jZXjHnzPyk,No,No,Yes,,,,
jWqkEB3wJP,No,No,No,,,,
jWL2GhQw5D,No,No,No,No,,,
jVa7tFQw9N,No,No,No,No,,,
jUrRIcedTN,No,No,No,,,,
jUkDEaE0fK,No,No,No,,,,
jUgBvYwc50,No,No,No,,,,
jTiJPDv82w,No,No,No,,,,
jSu7hAIZM0,No,No,No,,,,
jQozdfjJSZ,No,No,No,,,,
jQcShOpcfM,No,No,No,,,,
jPrl18r4RA,No,No,No,No,,,
jMwvnqKTBG,No,No,No,,,,
jLmSsybvkR,No,No,No,,,,
jLEnVo0RW3,No,No,No,,,,
jImeNRfAy2,No,No,No,,,,
jAf0gd0ez4,No,No,No,,,,
j9e3WVc49w,No,No,No,,,,
j9E9xLlTmB,No,No,No,,,,
j6g3qwoQKU,No,No,No,,,,
j61Sx05QRj,No,No,No,,,,
j48JCRagwR,No,No,No,,,,
j2bP0STpw7,No,No,No,,,,
iytcEQ5I5v,No,No,No,,,,
ix6h7Bkq62,No,No,No,,,,
iw4zUlc5OF,No,No,No,,,,
ivSJdhcuTi,No,No,No,,,,
islVqaCzfa,No,No,No,,,,
inN4TdboJX,No,No,No,,,,
in5xvBrMHv,No,No,No,,,,
ilCMZV0Qdl,No,No,No,,,,
iipuAqcPGL,No,No,No,,,,
iiWP7khhwP,No,No,No,,,,
ii9ZoryPH2,No,No,No,,,,
ifuvyCdLro,No,No,No,,,,
iaxdEnxgju,No,No,No,,,,
iammae3CbG,No,No,No,No,,,
iWVpissNEP,No,No,No,,,,
iVINvItqhb,No,No,No,,,,
iRIj0OvFG1,No,No,No,,,,
iRISsJCzTA,No,No,No,,,,
iO5YOddOyG,No,No,No,,,,
iMnwXQemEr,No,No,No,,,,
iLTNcB3601,No,No,No,,,,
iIpnncYQZb,No,No,No,,,,
iIoHir5Hyg,No,No,No,,,,
iHb4MOMyOd,No,No,No,,,,
iEACF99lQz,No,No,No,,,,
iDZQG9aUGH,No,No,No,No,,,
iDQBP0cvzX,No,No,No,,,,
iDBUssVu5Z,No,No,No,,,,
iCNoSVJl2y,No,No,No,,,,
iCLJHkE5s1,No,No,No,,,,
iBv0M8WrFi,No,No,No,No,,,
iAeDYlEXrM,No,No,No,,,,
i7ifZu49kW,No,No,No,,,,
i65hZUPwuQ,No,No,No,,,,
i1KSRMVlST,No,No,No,,,,
i17SCD0YDI,No,No,No,,,,
i0vMIpaEn4,No,No,No,,,,
i0RfSS9CUU,No,No,No,,,,
hyBwGem8OS,No,No,No,,,,
hxExXDMwcc,Yes,No,No,,,,
hv3VpXDIh8,No,No,No,,,,
htulPWUheU,No,No,No,,,,
hsptWISmi6,No,No,No,,,,
hsjQHAM8MV,No,No,No,,,,
hpUNou0UaJ,No,No,No,,,,
hoO5anfnRk,No,No,No,,,,
hn0B3jTlwE,No,No,No,,,,
hmOwOZWzYE,No,No,No,,,,
hlqIu07ics,No,No,No,,,,
hl6TVdQjeh,No,No,No,,,,
hjEnagXGYV,No,No,No,,,,
hiJ2hzwghq,No,No,No,,,,
hgF8In32gL,No,No,No,,,,
hfmmVWJecp,No,No,No,,,,
hfZKiBh4zS,No,No,No,,,,
hdxMdgKddK,No,No,No,No,,,
hcDE6sOEfu,No,No,No,,,,
haPIkA8aOk,No,No,No,,,,
hXXyBtlo4D,No,No,No,,,,
hWNsvpWfhy,No,No,No,,,,
hUWrmo7nNh,No,No,No,,,,
hTLIAYTi5w,No,No,No,,,,
hRJZIsC9VU,No,No,No,,,,
hPr1QC623H,No,No,No,,,,
hNSbSaD1WC,No,No,No,,,,
hMqRphmoM9,No,No,No,,,,
hInB4JIQ5P,No,No,No,,,,
hGUu750pcx,No,No,No,,,,
hEglNMGeqj,No,No,No,,,,
hEWgNQF1TM,No,No,No,,,,
hDzfqmLrol,No,No,No,,,,
hCsppacsqS,No,Yes,No,,,,
hA8h2KtSv2,No,No,No,,,,
h96N32OkAx,No,No,No,,,,
h5gum6ximf,No,No,No,,,,
h4NNcIZUHT,No,No,No,,,,
h1nUUpmvpf,No,No,No,,,,
h1YhUpPKEq,No,No,No,,,,
h00GHjWDEp,No,No,No,,,,
gzRBs4gIbz,No,No,No,,,,
gybvlVXT6z,No,No,No,,,,
gslZifaE3t,No,No,No,,,,
gqkg54QNDY,No,No,No,,,,
goH9e5Vd44,No,No,No,,,,
gmVEVn0Qi5,No,No,No,,,,
glxrubmH91,No,No,No,,,,
gkQo3CoPLd,No,No,No,,,,
gjrs5oF8TC,No,No,No,,,,
ghF1EB6APx,No,No,No,,,,
ggTNeg2fem,No,No,No,,,,
gdUBK65fwn,No,No,No,No,,,
gd8TxhKoLv,No,No,No,,,,
gccSE5vDZ7,Yes,Yes,Yes,,,,
gZykO63OUh,No,No,No,,,,
gZhvtIRu7i,No,No,No,,,,
gXq1cwkUZc,No,No,No,No,,,
gWWjz9NBo9,No,No,No,,,,
gVTtkPJbRq,No,No,No,,,,
gUKVyjoQBG,No,No,No,,,,
gQeZoe2j3v,No,No,No,No,,,
gQUDsNE3Lh,No,Yes,No,,,,
gJZqSRfV21,No,No,No,,,,
gJXydPLBkt,No,No,No,,,,
gI11vXg1W4,No,No,No,,,,
gGmccVXoy2,No,No,No,,,,
gBI7thSo0X,No,No,No,,,,
gAzBhetShk,No,No,No,,,,
g8OqNaz6dY,No,No,No,,,,
g84UrdUwBA,No,No,No,,,,
g4FAvRcSuf,No,No,No,,,,
g3faCfrwm7,No,No,No,No,,,
g3VOQpuqlF,No,No,No,,,,
g1Q9Uu8lCp,No,No,No,,,,
g1LLeiHX0P,No,No,No,,,,
g0wzziJSmN,No,No,No,,,,
g04NBFnIxb,No,No,No,No,,,
fzb2sxexWN,No,No,No,,,,
fyza2OQ9NI,No,No,No,No,,,
fxotfo1j8T,No,No,No,,,,
fxdvWG4rJe,No,No,No,,,,
fwmZinFwgX,No,No,No,,,,
fwA8iKyIlk,No,No,No,,,,
fvGJOVkm0b,No,No,No,,,,
ft0c1K3492,No,No,No,,,,
fsGowIsscZ,No,No,No,,,,
fqWbXPX99P,No,No,No,No,,,
fqKoLPfCba,No,No,No,,,,
fonxcS8gqM,No,No,No,,,,
